"","ORF","GENENAME"
"442","PF3D7_1444400","conserved Plasmodium protein, unknown function"
"443","PF3D7_1444500","eukaryotic initiation factor 2alpha kinase 1 (IK1)"
"444","PF3D7_1444600","conserved Plasmodium protein, unknown function"
"445","PF3D7_1444700","conserved Plasmodium protein, unknown function"
"446","PF3D7_1444800","fructose-bisphosphate aldolase (FBPA)"
"447","PF3D7_1444900","conserved Plasmodium protein, unknown function"
"448","PF3D7_1445000","conserved Plasmodium protein, unknown function"
"449","PF3D7_1445100","histidine--tRNA ligase, putative"
"450","PF3D7_1445200","RNA helicase, putative"
"451","PF3D7_1445300","mitochondrial ribosomal protein S29 precursor, putative"
"452","PF3D7_1445400","protein serine/threonine kinase-1 (CLK1)"
"453","PF3D7_1445500","conserved Plasmodium protein, unknown function"
"454","PF3D7_1445600","RNA-binding protein, putative"
"455","PF3D7_1445700","conserved Plasmodium protein, unknown function"
"456","PF3D7_1445800","conserved Plasmodium membrane protein, unknown function"
"457","PF3D7_1445900","ATP-dependent RNA helicase DDX5, putative (DDX5)"
"458","PF3D7_1446000","U5 spliceosomal RNA"
"459","PF3D7_1446100","conserved Plasmodium protein, unknown function"
"460","PF3D7_1446200","M17 leucyl aminopeptidase (LAP)"
"461","PF3D7_1446300","conserved Plasmodium membrane protein, unknown function"
"462","PF3D7_1446400","pyruvate dehydrogenase E1 component subunit beta (pdhB)"
"463","PF3D7_1446500","conserved Plasmodium protein, unknown function"
"464","PF3D7_1446600","centrin-2 (CEN2)"
"465","PF3D7_1446700","conserved Plasmodium protein, unknown function"
"466","PF3D7_1446800","heme detoxification protein (HDP)"
"467","PF3D7_1446900","glutaminyl-peptide cyclotransferase, putative"
"468","PF3D7_1447000","40S ribosomal protein S5"
"469","PF3D7_1447100","conserved Plasmodium protein, unknown function"
"470","PF3D7_1447200","conserved Plasmodium protein, unknown function"
"471","PF3D7_1447300","mitochondrial ribosomal protein S14 precursor, putative"
"472","PF3D7_1447400","conserved Plasmodium protein, unknown function"
"473","PF3D7_1447500","inner membrane complex protein, putative (IMC20)"
"474","PF3D7_1447600","conserved Plasmodium protein, unknown function"
"475","PF3D7_1447700","conserved Plasmodium protein, unknown function"
"476","PF3D7_1447800","calponin homology domain-containing protein, putative"
"477","PF3D7_1447900","multidrug resistance protein 2 (MDR2)"
"478","PF3D7_1448000","U3 small nucleolar RNA-associated protein 12, putative (UTP12)"
"479","PF3D7_1448100","conserved Plasmodium protein, unknown function"
"480","PF3D7_1448200","conserved Plasmodium protein, unknown function"
"481","PF3D7_1448300","conserved Plasmodium protein, unknown function"
"482","PF3D7_1448400","ubiquitin-protein ligase, putative (HRD3)"
"483","PF3D7_1448500","conserved Plasmodium protein, unknown function"
"484","PF3D7_1448600","SNARE protein, putative (VTI1)"
"485","PF3D7_1448700","conserved Plasmodium protein, unknown function"
"486","PF3D7_1448800","Appr-1-p processing domain protein"
"487","PF3D7_1448900","conserved Plasmodium protein, unknown function"
"488","PF3D7_1449000","gamete egress and sporozoite traversal protein, putative (GEST)"
"489","PF3D7_1449100","conserved Plasmodium protein, unknown function"
"490","PF3D7_1449200","conserved Plasmodium protein, unknown function"
"491","PF3D7_1449300.1",NA
"492","PF3D7_1449400","crossover junction endonuclease MUS81, putative (MUS81)"
"493","PF3D7_1449500","transcription factor with AP2 domain(s), putative (ApiAP2)"
"494","PF3D7_1449600","conserved Plasmodium protein, unknown function"
"495","PF3D7_1449700","exosome complex exonuclease RRP6 (RRP6)"
"496","PF3D7_1449800","conserved Plasmodium protein, unknown function"
"497","PF3D7_1449900","conserved Plasmodium protein, unknown function"
"498","PF3D7_1450000","serine/threonine protein kinase, putative"
"499","PF3D7_1450100","signal recognition particle subunit SRP54 (SRP54)"
"500","PF3D7_1450200","conserved Plasmodium protein, unknown function"
"501","PF3D7_1450300","NADPH--cytochrome P450 reductase, putative (CPR)"
"502","PF3D7_1450400","zinc finger protein, putative"
"503","PF3D7_1450500","conserved Plasmodium protein, unknown function"
"504","PF3D7_1450600","S-adenosylmethionine-dependent methyltransferase, putative"
"505","PF3D7_1450700","conserved Plasmodium protein, unknown function"
"506","PF3D7_1450800","conserved Plasmodium protein, unknown function"
"507","PF3D7_1450900","acetyl-CoA acetyltransferase, putative"
"508","PF3D7_1451000","conserved Plasmodium protein, unknown function"
"509","PF3D7_1451100","elongation factor 2 (eEF2)"
"510","PF3D7_1451200","conserved Plasmodium protein, unknown function"
"511","PF3D7_1451300","E3 SUMO-protein ligase NSE2, putative (NSE2)"
"512","PF3D7_1451400","transcriptional regulatory protein sir2b (Sir2B)"
"513","PF3D7_1451500","pre-mRNA-splicing factor CWF18, putative"
"514","PF3D7_1451600","LCCL domain-containing protein (LAP5)"
"515","PF3D7_1451700","calcineurin subunit B (CNB)"
"516","PF3D7_1451800","sortilin"
"517","PF3D7_1451900","ribosome biogenesis protein TSR1, putative (TSR1)"
"518","PF3D7_1452000","rhoptry neck protein 2 (RON2)"
"519","PF3D7_1452100","leucine-rich repeat protein (LRR3)"
"520","PF3D7_1452200","aminomethyltransferase, putative"
"521","PF3D7_1452300","DER1-like protein (Der1-1)"
"522","PF3D7_1452400","conserved Plasmodium protein, unknown function"
"523","PF3D7_1452500","SNARE protein, putative (BET1)"
"524","PF3D7_1452600","conserved Plasmodium protein, unknown function"
"525","PF3D7_1452700","U1 snRNA associated protein, putative"
"526","PF3D7_1452800","conserved Plasmodium protein, unknown function"
"527","PF3D7_1452900","conserved Plasmodium protein, unknown function"
"528","PF3D7_1453000","conserved Plasmodium protein, unknown function"
"529","PF3D7_1453100","dynactin subunit 4, putative"
"530","PF3D7_1453200","conserved Plasmodium protein, unknown function"
"531","PF3D7_1453300","conserved protein, unknown function"
"532","PF3D7_1453400","conserved Plasmodium protein, unknown function"
"533","PF3D7_1453500","pyridine nucleotide transhydrogenase, putative"
"534","PF3D7_1453600","RAP protein, putative"
"535","PF3D7_1453700","co-chaperone p23 (P23)"
"536","PF3D7_1453800","glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase (GluPho)"
"537","PF3D7_1453900","conserved Plasmodium protein, unknown function"
"538","PF3D7_1454000","RNA-binding protein, putative"
"539","PF3D7_1454100","tRNA intron endonuclease, putative"
"540","PF3D7_1454200","conserved Plasmodium protein, unknown function"
"541","PF3D7_1454300","serine/threonine protein kinase KIN (KIN)"
"542","PF3D7_1454400","aminopeptidase P (APP)"
"543","PF3D7_1454500","nifU protein, putative (IscU1)"
"544","PF3D7_1454600","mitochondrial ribosomal protein S11 precursor, putative"
"545","PF3D7_1454700","6-phosphogluconate dehydrogenase, decarboxylating, putative"
"546","PF3D7_1454800","conserved Plasmodium protein, unknown function"
"547","PF3D7_1454900","conserved Plasmodium protein, unknown function"
"548","PF3D7_1455000","protein phosphatase PPM3, putative (PPM3)"
"549","PF3D7_1455100","protein tyrosine phosphatase, putative (PTP1)"
"550","PF3D7_1455300","conserved Plasmodium protein, unknown function"
"551","PF3D7_1455400","hemolysin III (HlyIII)"
"552","PF3D7_1455500","AP-1 complex subunit gamma, putative"
"553","PF3D7_1455600","ferlin, putative"
"554","PF3D7_1455700","conserved Plasmodium protein, unknown function"
"555","PF3D7_1455800","LCCL domain-containing protein (CCp2)"
"556","PF3D7_1455900","polyprenol reductase, putative"
"557","PF3D7_1456000","transcription factor with AP2 domain(s) (ApiAP2)"
"558","PF3D7_1456100","serine hydroxymethyltransferase, putative (SHMT)"
"559","PF3D7_1456200","conserved Plasmodium protein, unknown function"
"560","PF3D7_1456300","conserved Plasmodium protein, unknown function"
"561","PF3D7_1456400","conserved Plasmodium protein, unknown function"
"562","PF3D7_1456500","conserved Plasmodium protein, unknown function"
"563","PF3D7_1456600","mitochondrial ribosomal protein L28 precursor, putative"
"564","PF3D7_1456700","conserved Plasmodium protein, unknown function"
"565","PF3D7_1456800","V-type H(+)-translocating pyrophosphatase, putative (VP1)"
"566","PF3D7_1456900","conserved protein, unknown function"
"567","PF3D7_1457000","signal peptide peptidase (SPP)"
"568","PF3D7_1457100","conserved Plasmodium protein, unknown function"
"569","PF3D7_1457200","thioredoxin 1 (TRX1)"
"570","PF3D7_1457300","conserved Plasmodium protein, unknown function"
"571","PF3D7_1457400","conserved Plasmodium protein, unknown function"
"572","PF3D7_1457500","vacuolar protein sorting-associated protein 4 (VPS4)"
"573","PF3D7_1457600","conserved Plasmodium protein, unknown function"
"574","PF3D7_1457700","large ribosomal subunit nuclear export factor, putative"
"575","PF3D7_1457800","conserved Plasmodium protein, unknown function"
"576","PF3D7_1457900","conserved Plasmodium protein, unknown function"
"577","PF3D7_1458000","cysteine proteinase falcipain 1 (FP1)"
"578","PF3D7_1458100","protein PET117, putative (PET117)"
"579","PF3D7_1458200","conserved Plasmodium protein, unknown function"
"580","PF3D7_1458300","conserved Plasmodium protein, unknown function"
"581","PF3D7_1458400","aminodeoxychorismate lyase (ADCL)"
"582","PF3D7_1458500","spindle assembly abnormal protein 4, putative (SAS4)"
"583","PF3D7_1458600","conserved Plasmodium protein, unknown function"
"584","PF3D7_1458700","exonuclease V, mitochondrial, putative"
"585","PF3D7_1458800","conserved Plasmodium protein, unknown function"
"586","PF3D7_1458900","golgi apparatus membrane protein TVP23, putative (TVP23)"
"587","PF3D7_1459000","ATP-dependent RNA helicase DBP5 (DBP5)"
"588","PF3D7_1459100","GTP-binding protein, putative"
"589","PF3D7_1459200","WD repeat-containing protein, putative"
"590","PF3D7_1459300","OPA3-like protein, putative"
"591","PF3D7_1459400","conserved Plasmodium protein, unknown function"
"592","PF3D7_1459500","conserved Plasmodium protein, unknown function"
"593","PF3D7_1459600","conserved Plasmodium protein, unknown function"
"594","PF3D7_1459700","pyridoxal 5'-phosphate synthase, putative"
"595","PF3D7_1459800","bax inhibitor 1, putative"
"596","PF3D7_1459900","conserved Plasmodium membrane protein, unknown function"
"597","PF3D7_1460000","biotin protein ligase, putative"
"598","PF3D7_1460100","FYVE and coiled-coil domain-containing protein (FCP)"
"599","PF3D7_1460200","conserved Plasmodium protein, unknown function"
"600","PF3D7_1460300","60S ribosomal protein L29, putative"
"601","PF3D7_1460400","ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCHL3)"
"602","PF3D7_1460500","conserved Plasmodium protein, unknown function"
"603","PF3D7_1460600","inner membrane complex sub-compartment protein 3 (ISP3)"
"604","PF3D7_1460700","60S ribosomal protein L27 (RPL27)"
"605","PF3D7_1460800","snRNA-activating protein complex subunit 3, putative"
"606","PF3D7_1461000","conserved Plasmodium protein, unknown function"
"607","PF3D7_1461100","conserved Plasmodium protein, unknown function"
"608","PF3D7_1461200","U3 small nucleolar ribonucleoprotein protein IMP3, putative (IMP3)"
"609","PF3D7_1461300","40S ribosomal protein S28e, putative"
"610","PF3D7_1461400","conserved Plasmodium protein, unknown function"
"611","PF3D7_1461500","meiotic nuclear division protein 1, putative (MND1)"
"612","PF3D7_1461600","splicing factor 3B subunit 2, putative (SF3B2)"
"613","PF3D7_1461700","conserved Plasmodium protein, unknown function"
"614","PF3D7_1461800","conserved Plasmodium protein, unknown function"
"615","PF3D7_1461900","valine--tRNA ligase, putative"
"616","PF3D7_1462000","thioredoxin-like protein (TLP1)"
"617","PF3D7_1462100","conserved Plasmodium protein, unknown function"
"618","PF3D7_1462200","conserved Plasmodium protein, unknown function"
"619","PF3D7_1462300","conserved Plasmodium protein, unknown function"
"620","PF3D7_1462400","conserved Plasmodium protein, unknown function"
"621","PF3D7_1462500","conserved Plasmodium protein, unknown function"
"622","PF3D7_1462600","conserved Plasmodium membrane protein, unknown function"
"623","PF3D7_1462700","cytochrome c1 precursor, putative"
"624","PF3D7_1462800","glyceraldehyde-3-phosphate dehydrogenase (GAPDH)"
"625","PF3D7_1462900","conserved Plasmodium protein, unknown function"
"626","PF3D7_1463000","conserved Plasmodium protein, unknown function"
"627","PF3D7_1463100","conserved Plasmodium protein, unknown function, pseudogene"
"628","PF3D7_1463200","replication factor C subunit 3, putative (RFC3)"
"629","PF3D7_1463300","DNA polymerase alpha subunit, putative"
"630","PF3D7_1463400","DNA-directed RNA polymerase III subunit RPC4, putative"
"631","PF3D7_1463500","fam-a protein"
"632","PF3D7_1463600","conserved Plasmodium protein, unknown function"
"633","PF3D7_1463700","cyclin homologue (CYC1)"
"634","PF3D7_1463800","mitochondrial ribosomal protein S6-2 precursor, putative"
"635","PF3D7_1463900","conserved Plasmodium membrane protein, unknown function"
"636","PF3D7_1464000","YL1 nuclear protein, putative"
"637","PF3D7_1464100","conserved Plasmodium protein, unknown function"
"638","PF3D7_1464200","zinc finger protein, putative"
"639","PF3D7_1464300","conserved Plasmodium protein, unknown function"
"640","PF3D7_1464400","zinc finger protein, putative"
"641","PF3D7_1464500","conserved Plasmodium membrane protein, unknown function"
"642","PF3D7_1464600","phosphatase, putative"
"643","PF3D7_1464700","ATP synthase (C/AC39) subunit, putative"
"644","PF3D7_1464800","conserved Plasmodium protein, unknown function"
"645","PF3D7_1464900","ATP-dependent zinc metalloprotease FTSH, putative"
"646","PF3D7_1465000","conserved Plasmodium protein, unknown function"
"647","PF3D7_1465100","conserved Plasmodium protein, unknown function"
"648","PF3D7_1465200","conserved Plasmodium protein, unknown function"
"649","PF3D7_1465300","tRNA 3'-trailer sequence RNase, putative"
"650","PF3D7_1465400","conserved Plasmodium protein, unknown function"
"651","PF3D7_1465500","potassium channel (K2)"
"652","PF3D7_1465600","conserved Plasmodium protein, unknown function"
"653","PF3D7_1465700","plasmepsin VIII"
"654","PF3D7_1465800","dynein beta chain, putative"
"655","PF3D7_1465900","40S ribosomal protein S3"
"656","PF3D7_1466000","conserved Plasmodium protein, unknown function"
"657","PF3D7_1466100","protein phosphatase containing kelch-like domains (PPKL)"
"658","PF3D7_1466200","conserved Plasmodium protein, unknown function"
"659","PF3D7_1466300","26S proteasome regulatory subunit RPN2, putative (RPN2)"
"660","PF3D7_1466400","transcription factor with AP2 domain(s) (ApiAP2)"
"661","PF3D7_1466500","conserved Plasmodium protein, unknown function"
"662","PF3D7_1466600","conserved Plasmodium protein, unknown function"
"663","PF3D7_1466700","large ribosomal subunit assembling protein, putative"
"664","PF3D7_1466800","conserved Plasmodium protein, unknown function"
"665","PF3D7_1466900","rhoptry protein, putative"
"666","PF3D7_1467000","conserved Plasmodium membrane protein, unknown function"
"667","PF3D7_1467100","DNA-3-methyladenine glycosylase, putative"
"668","PF3D7_1467200","WD repeat-containing protein 79, putative (WDR79)"
"669","PF3D7_1467300","1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXR)"
"670","PF3D7_1467400","50S ribosomal protein L22, apicoplast, putative (L22)"
"671","PF3D7_1467500","DNA/RNA-binding protein KIN17, putative"
"672","PF3D7_1467600","conserved Plasmodium protein, unknown function"
"673","PF3D7_1467700","conserved Plasmodium protein, unknown function"
"674","PF3D7_1467800","conserved Plasmodium protein, unknown function"
"675","PF3D7_1467900","rab GTPase activator, putative"
"676","PF3D7_1468000","conserved Plasmodium protein, unknown function"
"677","PF3D7_1468100","conserved Plasmodium protein, unknown function"
"678","PF3D7_1468200","conserved protein, unknown function"
"679","PF3D7_1468300","leucine-rich repeat protein (LRR14.1)"
"680","PF3D7_1468400","zinc finger protein, putative (D13)"
"681","PF3D7_1468500.1",NA
